"heads_heads","tails_heads","N_start_heads_up","N_start_tails_up","same_side","N","person","coin","agg","from","to","mean_toss"
20,27,48,52,45,100,"AaronLob","2EUR",30,2901,3000,2950.5
14,31,45,55,38,100,"AaronLob","2EUR",31,3001,3100,3050.5
21,24,45,55,52,100,"AaronLob","2EUR",32,3101,3200,3150.5
24,26,51,49,47,100,"AaronLob","2EUR",33,3201,3300,3250.5
28,26,54,46,48,100,"AaronLob","2EUR",34,3301,3400,3350.5
27,21,48,52,58,100,"AaronLob","2EUR",35,3401,3500,3450.5
43,21,64,36,58,100,"AaronLob","2EUR",36,3501,3600,3550.5
21,29,50,50,42,100,"AaronLob","2EUR",37,3601,3700,3650.5
21,27,48,52,46,100,"AaronLob","2EUR",38,3701,3800,3750.5
38,25,63,37,50,100,"AaronLob","2EUR",39,3801,3900,3850.5
31,26,57,43,48,100,"AaronLob","2EUR",40,3901,4000,3950.5
24,25,50,50,49,100,"AaronLob","2EUR",41,4001,4100,4050.5
27,22,49,51,56,100,"AaronLob","2EUR",42,4101,4200,4150.5
20,25,45,55,50,100,"AaronLob","2EUR",43,4201,4300,4250.5
26,23,48,52,55,100,"AaronLob","2EUR",44,4301,4400,4350.5
19,26,44,56,49,100,"AaronLob","2EUR",45,4401,4500,4450.5
19,28,47,53,44,100,"AaronLob","2EUR",46,4501,4600,4550.5
28,20,48,52,60,100,"AaronLob","2EUR",47,4601,4700,4650.5
28,22,50,50,56,100,"AaronLob","2EUR",48,4701,4800,4750.5
27,25,51,49,51,100,"AaronLob","2EUR",49,4801,4900,4850.5
36,22,59,41,55,100,"AaronLob","1DEM",50,4901,5000,4950.5
28,24,53,47,51,100,"AaronLob","1DEM",51,5001,5100,5050.5
25,24,49,51,52,100,"AaronLob","1DEM",52,5101,5200,5150.5
27,25,52,48,50,100,"AaronLob","1DEM",53,5201,5300,5250.5
31,21,53,47,57,100,"AaronLob","1DEM",54,5301,5400,5350.5
23,26,49,51,48,100,"AaronLob","1DEM",55,5401,5500,5450.5
27,23,51,49,53,100,"AaronLob","1DEM",56,5501,5600,5550.5
36,20,57,43,59,100,"AaronLob","1DEM",57,5601,5700,5650.5
28,27,55,45,46,100,"AaronLob","1DEM",58,5701,5800,5750.5
24,24,47,53,53,100,"AaronLob","1DEM",59,5801,5900,5850.5
17,27,45,55,45,100,"AaronLob","1EUR",60,5901,6000,5950.5
26,29,55,45,42,100,"AaronLob","1EUR",61,6001,6100,6050.5
29,21,50,50,58,100,"AaronLob","1EUR",62,6101,6200,6150.5
22,30,52,48,40,100,"AaronLob","1EUR",63,6201,6300,6250.5
27,23,50,50,54,100,"AaronLob","1EUR",64,6301,6400,6350.5
24,26,50,50,48,100,"AaronLob","1EUR",65,6401,6500,6450.5
23,27,51,49,45,100,"AaronLob","1EUR",66,6501,6600,6550.5
22,22,43,57,57,100,"AaronLob","1EUR",67,6601,6700,6650.5
21,23,45,55,53,100,"AaronLob","1EUR",68,6701,6800,6750.5
28,21,49,51,58,100,"AaronLob","1EUR",69,6801,6900,6850.5
23,27,50,50,46,100,"AaronLob","0.50EUR",70,6901,7000,6950.5
31,21,52,48,58,100,"AaronLob","0.50EUR",71,7001,7100,7050.5
30,23,53,47,54,100,"AaronLob","0.50EUR",72,7101,7200,7150.5
23,28,52,48,43,100,"AaronLob","0.50EUR",73,7201,7300,7250.5
19,22,41,59,56,100,"AaronLob","0.50EUR",74,7301,7400,7350.5
27,22,49,51,56,100,"AdrianKarami","0.20EUR",1,1,100,50.5
21,25,46,54,50,100,"AdrianKarami","0.20EUR",2,101,200,150.5
33,23,55,45,55,100,"AdrianKarami","0.20EUR",3,201,300,250.5
29,21,49,51,59,100,"AdrianKarami","0.20EUR",4,301,400,350.5
32,27,58,42,47,100,"AdrianKarami","0.20EUR",5,401,500,450.5
16,25,41,59,50,100,"AdrianKarami","0.20EUR",6,501,600,550.5
18,24,42,58,52,100,"AdrianKarami","0.20EUR",7,601,700,650.5
28,22,49,51,57,100,"AdrianKarami","0.20EUR",8,701,800,750.5
27,21,49,51,57,100,"AdrianKarami","0.20EUR",9,801,900,850.5
20,26,47,53,47,100,"AdrianKarami","0.20EUR",10,901,1000,950.5
33,27,60,40,46,100,"AdrianKarami","0.20EUR",11,1001,1100,1050.5
35,20,55,45,60,100,"AdrianKarami","0.20EUR",12,1101,1200,1150.5
22,26,49,51,47,100,"AdrianKarami","0.20EUR",13,1201,1300,1250.5
23,25,48,52,50,100,"AdrianKarami","0.20EUR",14,1301,1400,1350.5
31,23,53,47,55,100,"AdrianKarami","0.20EUR",15,1401,1500,1450.5
26,23,50,50,53,100,"AdrianKarami","0.20EUR",16,1501,1600,1550.5
30,20,49,51,61,100,"AdrianKarami","0.20EUR",17,1601,1700,1650.5
18,28,45,55,45,100,"AdrianKarami","0.20EUR",18,1701,1800,1750.5
22,24,45,55,53,100,"AdrianKarami","0.20EUR",19,1801,1900,1850.5
19,27,45,55,47,100,"AdrianKarami","2EUR",20,1901,2000,1950.5
20,29,49,51,42,100,"AdrianKarami","2EUR",21,2001,2100,2050.5
22,27,49,51,46,100,"AdrianKarami","2EUR",22,2101,2200,2150.5
26,20,46,54,60,100,"AdrianKarami","2EUR",23,2201,2300,2250.5
33,20,52,48,61,100,"AdrianKarami","2EUR",24,2301,2400,2350.5
21,26,47,53,48,100,"AdrianKarami","2EUR",25,2401,2500,2450.5
18,30,48,52,40,100,"AdrianKarami","2EUR",26,2501,2600,2550.5
33,25,58,42,50,100,"AdrianKarami","2EUR",27,2601,2700,2650.5
23,23,47,53,53,100,"AdrianKarami","2EUR",28,2701,2800,2750.5
26,24,50,50,52,100,"AdrianKarami","2EUR",29,2801,2900,2850.5
32,25,57,43,50,100,"AdrianKarami","1GBP",30,2901,3000,2950.5
36,23,58,42,55,100,"AdrianKarami","1GBP",31,3001,3100,3050.5
23,28,50,50,45,100,"AdrianKarami","1GBP",32,3101,3200,3150.5
29,24,54,46,51,100,"AdrianKarami","1GBP",33,3201,3300,3250.5
28,25,54,46,49,100,"AdrianKarami","1GBP",34,3301,3400,3350.5
30,26,56,44,48,100,"AndreeaZetea","0.25USD",1,1,100,50.5
28,25,53,47,50,100,"AndreeaZetea","0.25USD",2,101,200,150.5
19,25,45,55,49,100,"AndreeaZetea","0.25USD",3,201,300,250.5
29,21,50,50,58,100,"AndreeaZetea","0.25USD",4,301,400,350.5
19,28,46,54,45,100,"AndreeaZetea","0.25USD",5,401,500,450.5
30,23,53,47,54,100,"AndreeaZetea","0.25USD",6,501,600,550.5
27,26,53,47,48,100,"AndreeaZetea","0.25USD",7,601,700,650.5
26,21,47,53,58,100,"AndreeaZetea","0.25USD",8,701,800,750.5
35,23,58,42,54,100,"AndreeaZetea","0.25USD",9,801,900,850.5
22,27,49,51,46,100,"AndreeaZetea","0.05EUR",10,901,1000,950.5
36,24,60,40,52,100,"AndreeaZetea","0.05EUR",11,1001,1100,1050.5
26,24,51,49,51,100,"AndreeaZetea","0.05EUR",12,1101,1200,1150.5
20,26,46,54,48,100,"AndreeaZetea","0.05EUR",13,1201,1300,1250.5
31,26,58,42,47,100,"AndreeaZetea","0.05EUR",14,1301,1400,1350.5
28,25,53,47,50,100,"AndreeaZetea","0.05EUR",15,1401,1500,1450.5
32,22,54,46,56,100,"AndreeaZetea","0.05EUR",16,1501,1600,1550.5
17,29,45,55,43,100,"AndreeaZetea","0.05EUR",17,1601,1700,1650.5
27,26,54,46,47,100,"AndreeaZetea","0.05EUR",18,1701,1800,1750.5
37,24,62,38,51,100,"AndreeaZetea","0.05EUR",19,1801,1900,1850.5
29,26,54,55,58,109,"AndreeaZetea","2EUR",20,1901,2009,1955
16,28,44,64,52,108,"AndreeaZetea","2EUR",21,2010,2117,2063.5
25,29,52,57,53,109,"AndreeaZetea","2EUR",22,2118,2226,2172
29,28,58,50,51,108,"AndreeaZetea","2EUR",23,2227,2334,2280.5
14,30,44,65,49,109,"AndreeaZetea","2EUR",24,2335,2443,2389
26,28,54,54,52,108,"AndreeaZetea","2EUR",25,2444,2551,2497.5
30,33,63,46,43,109,"AndreeaZetea","2EUR",26,2552,2660,2606
27,26,52,56,57,108,"AndreeaZetea","2EUR",27,2661,2768,2714.5
35,26,62,47,56,109,"AndreeaZetea","2EUR",28,2769,2877,2823
28,27,56,44,45,100,"AndreeaZetea","0.50RON",29,2878,2977,2927.5
21,27,49,51,45,100,"AndreeaZetea","0.50RON",30,2978,3077,3027.5
19,25,44,56,50,100,"AndreeaZetea","0.50RON",31,3078,3177,3127.5
28,23,51,49,54,100,"AndreeaZetea","0.50RON",32,3178,3277,3227.5
16,29,46,54,41,100,"AndreeaZetea","0.50RON",33,3278,3377,3327.5
27,26,53,47,48,100,"AndreeaZetea","0.50RON",34,3378,3477,3427.5
24,23,48,52,53,100,"AndreeaZetea","0.50RON",35,3478,3577,3527.5
23,26,49,51,48,100,"AndreeaZetea","0.50RON",36,3578,3677,3627.5
18,28,46,54,44,100,"AndreeaZetea","0.50RON",37,3678,3777,3727.5
25,23,49,51,53,100,"AndreeaZetea","0.50RON",38,3778,3877,3827.5
26,25,50,50,51,100,"AndreeaZetea","2EUR",39,3878,3977,3927.5
13,26,39,61,48,100,"AndreeaZetea","2EUR",40,3978,4077,4027.5
16,27,42,58,47,100,"AndreeaZetea","2EUR",41,4078,4177,4127.5
32,24,57,43,51,100,"AndreeaZetea","2EUR",42,4178,4277,4227.5
32,24,56,44,52,100,"AndreeaZetea","2EUR",43,4278,4377,4327.5
31,26,57,43,48,100,"AndreeaZetea","2EUR",44,4378,4477,4427.5
21,28,48,52,45,100,"ArneJohn","5SEK",1,1,100,50.5
29,24,53,47,52,100,"ArneJohn","5SEK",2,101,200,150.5
26,24,50,50,52,100,"ArneJohn","5SEK",3,201,300,250.5
19,24,42,58,53,100,"ArneJohn","5SEK",4,301,400,350.5
26,27,53,47,46,100,"ArneJohn","5SEK",5,401,500,450.5
37,19,56,44,62,100,"ArneJohn","5SEK",6,501,600,550.5
33,22,55,45,56,100,"ArneJohn","5SEK",7,601,700,650.5
32,21,54,46,57,100,"ArneJohn","5SEK",8,701,800,750.5
21,28,49,51,44,100,"ArneJohn","5SEK",9,801,900,850.5
28,25,53,47,50,100,"ArneJohn","2EUR",10,901,1000,950.5
10,29,38,62,43,100,"ArneJohn","2EUR",11,1001,1100,1050.5
28,22,50,50,56,100,"ArneJohn","2EUR",12,1101,1200,1150.5
36,21,58,42,57,100,"ArneJohn","2EUR",13,1201,1300,1250.5
22,29,51,49,42,100,"ArneJohn","2EUR",14,1301,1400,1350.5
29,21,51,49,57,100,"ArneJohn","2EUR",15,1401,1500,1450.5
26,26,52,48,48,100,"ArneJohn","2EUR",16,1501,1600,1550.5
23,28,51,49,44,100,"ArneJohn","2EUR",17,1601,1700,1650.5
24,28,51,49,45,100,"ArneJohn","2EUR",18,1701,1800,1750.5
22,21,44,56,57,100,"ArneJohn","2EUR",19,1801,1900,1850.5
32,24,57,43,51,100,"ArneJohn","1EUR",20,1901,2000,1950.5
27,22,49,51,56,100,"ArneJohn","1EUR",21,2001,2100,2050.5
26,25,51,49,50,100,"ArneJohn","1EUR",22,2101,2200,2150.5
28,26,55,45,47,100,"ArneJohn","1EUR",23,2201,2300,2250.5
25,25,50,50,50,100,"ArneJohn","1EUR",24,2301,2400,2350.5
31,24,56,44,51,100,"ArneJohn","1EUR",25,2401,2500,2450.5
16,29,44,56,43,100,"ArneJohn","1EUR",26,2501,2600,2550.5
17,23,39,61,55,100,"ArneJohn","1EUR",27,2601,2700,2650.5
40,21,60,40,59,100,"ArneJohn","1EUR",28,2701,2800,2750.5
23,28,52,48,43,100,"ArneJohn","1EUR",29,2801,2900,2850.5
26,28,54,46,44,100,"ArneJohn","0.50EUR",30,2901,3000,2950.5
18,29,47,53,42,100,"ArneJohn","0.50EUR",31,3001,3100,3050.5
30,26,56,44,48,100,"ArneJohn","0.50EUR",32,3101,3200,3150.5
27,21,47,53,59,100,"ArneJohn","0.50EUR",33,3201,3300,3250.5
21,28,50,50,43,100,"ArneJohn","0.50EUR",34,3301,3400,3350.5
17,26,43,57,48,100,"ArneJohn","0.50EUR",35,3401,3500,3450.5
25,28,52,48,45,100,"ArneJohn","0.50EUR",36,3501,3600,3550.5
28,28,55,45,45,100,"ArneJohn","0.50EUR",37,3601,3700,3650.5
21,28,49,51,44,100,"ArneJohn","0.50EUR",38,3701,3800,3750.5
25,26,51,49,48,100,"ArneJohn","0.50EUR",39,3801,3900,3850.5
21,28,48,52,45,100,"BohanFu","0.50EUR",1,1,100,50.5
26,25,50,50,51,100,"BohanFu","0.50EUR",2,101,200,150.5
15,22,36,64,57,100,"BohanFu","0.50EUR",3,201,300,250.5
26,26,51,49,49,100,"BohanFu","0.50EUR",4,301,400,350.5
32,23,55,45,54,100,"BohanFu","0.50EUR",5,401,500,450.5
26,24,51,49,51,100,"BohanFu","0.50EUR",6,501,600,550.5
28,27,55,45,46,100,"BohanFu","0.50EUR",7,601,700,650.5
30,24,54,46,52,100,"BohanFu","0.50EUR",8,701,800,750.5
20,25,45,55,50,100,"BohanFu","0.50EUR",9,801,900,850.5
28,25,53,47,50,100,"BohanFu","0.20EUR",10,901,1000,950.5
30,21,51,49,58,100,"BohanFu","0.20EUR",11,1001,1100,1050.5
26,25,50,50,51,100,"BohanFu","0.20EUR",12,1101,1200,1150.5
24,27,51,49,46,100,"BohanFu","0.20EUR",13,1201,1300,1250.5
21,27,48,52,46,100,"BohanFu","0.20EUR",14,1301,1400,1350.5
29,23,52,48,54,100,"BohanFu","0.20EUR",15,1401,1500,1450.5
23,25,48,52,50,100,"BohanFu","0.20EUR",16,1501,1600,1550.5
23,21,44,56,58,100,"BohanFu","0.20EUR",17,1601,1700,1650.5
36,20,55,45,61,100,"BohanFu","0.20EUR",18,1701,1800,1750.5
38,26,64,36,48,100,"BohanFu","0.20EUR",19,1801,1900,1850.5
19,31,50,50,38,100,"BohanFu","0.02EUR",20,1901,2000,1950.5
31,23,54,46,54,100,"BohanFu","0.02EUR",21,2001,2100,2050.5
28,26,53,47,49,100,"BohanFu","0.02EUR",22,2101,2200,2150.5
27,27,55,45,45,100,"EJ","2EUR",1,1,100,50.5
19,24,44,56,51,100,"EJ","2EUR",2,101,200,150.5
28,25,53,47,50,100,"EJ","2EUR",3,201,300,250.5
29,18,48,52,63,100,"EJ","2EUR",4,301,400,350.5
20,26,46,54,48,100,"EJ","2EUR",5,401,500,450.5
21,24,46,54,51,100,"EJ","2EUR",6,501,600,550.5
22,23,45,55,54,100,"EJ","2EUR",7,601,700,650.5
21,25,47,53,49,100,"EJ","2EUR",8,701,800,750.5
19,25,43,57,51,100,"EJ","2EUR",9,801,900,850.5
29,22,52,48,55,100,"EJ","1EUR",10,901,1000,950.5
28,26,54,46,48,100,"EJ","1EUR",11,1001,1100,1050.5
18,27,45,55,46,100,"EJ","1EUR",12,1101,1200,1150.5
23,27,49,51,47,100,"EJ","1EUR",13,1201,1300,1250.5
26,30,55,45,41,100,"EJ","1EUR",14,1301,1400,1350.5
21,22,43,57,56,100,"EJ","1EUR",15,1401,1500,1450.5
25,25,50,50,50,100,"EJ","1EUR",16,1501,1600,1550.5
22,24,45,55,53,100,"EJ","1EUR",17,1601,1700,1650.5
29,21,49,51,59,100,"EJ","1EUR",18,1701,1800,1750.5
22,22,45,55,55,100,"EJ","1EUR",19,1801,1900,1850.5
26,27,52,48,47,100,"EJ","0.50EUR",20,1901,2000,1950.5
16,28,43,57,45,100,"EJ","0.50EUR",21,2001,2100,2050.5
36,24,60,40,52,100,"EJ","0.50EUR",22,2101,2200,2150.5
11,23,33,67,55,100,"EJ","0.50EUR",23,2201,2300,2250.5
30,27,58,42,45,100,"EJ","0.50EUR",24,2301,2400,2350.5
26,26,51,49,49,100,"EJ","0.50EUR",25,2401,2500,2450.5
26,26,53,47,47,100,"EJ","0.50EUR",26,2501,2600,2550.5
23,26,48,52,49,100,"EJ","0.50EUR",27,2601,2700,2650.5
30,26,57,43,47,100,"EJ","0.50EUR",28,2701,2800,2750.5
21,29,49,51,43,100,"EJ","0.50EUR",29,2801,2900,2850.5
28,26,54,46,48,100,"EJ","0.20EUR",30,2901,3000,2950.5
33,23,56,44,54,100,"EJ","0.20EUR",31,3001,3100,3050.5
30,26,55,45,49,100,"EJ","0.20EUR",32,3101,3200,3150.5
28,26,54,46,48,100,"EJ","0.20EUR",33,3201,3300,3250.5
27,26,53,47,48,100,"EJ","0.20EUR",34,3301,3400,3350.5
36,22,59,41,55,100,"EJ","0.20EUR",35,3401,3500,3450.5
24,25,48,52,51,100,"EJ","0.20EUR",36,3501,3600,3550.5
22,24,47,53,51,100,"EJ","0.20EUR",37,3601,3700,3650.5
28,23,52,48,53,100,"EJ","0.20EUR",38,3701,3800,3750.5
19,24,43,57,52,100,"EJ","0.20EUR",39,3801,3900,3850.5
25,25,50,50,50,100,"EJ","50CZK",40,3901,4000,3950.5
18,20,37,63,61,100,"EJ","50CZK",41,4001,4100,4050.5
34,19,53,47,62,100,"FranziskaAssion","1EUR",1,1,100,50.5
23,26,48,52,49,100,"FranziskaAssion","1EUR",2,101,200,150.5
20,22,41,59,57,100,"FranziskaAssion","1EUR",3,201,300,250.5
31,24,56,44,51,100,"FranziskaAssion","1EUR",4,301,400,350.5
18,24,43,57,51,100,"FranziskaAssion","1EUR",5,401,500,450.5
25,17,42,58,66,100,"FranziskaAssion","1EUR",6,501,600,550.5
25,23,48,52,54,100,"FranziskaAssion","1EUR",7,601,700,650.5
37,19,55,45,63,100,"FranziskaAssion","1EUR",8,701,800,750.5
27,26,53,47,48,100,"FranziskaAssion","1EUR",9,801,900,850.5
20,28,47,53,45,100,"FranziskaAssion","1DEM",10,901,1000,950.5
25,27,53,47,45,100,"FranziskaAssion","1DEM",11,1001,1100,1050.5
24,19,43,57,62,100,"FranziskaAssion","1DEM",12,1101,1200,1150.5
28,23,51,49,54,100,"FranziskaAssion","1DEM",13,1201,1300,1250.5
37,23,59,41,55,100,"FranziskaAssion","1DEM",14,1301,1400,1350.5
28,24,51,49,53,100,"FranziskaAssion","1DEM",15,1401,1500,1450.5
26,21,47,53,58,100,"FranziskaAssion","1DEM",16,1501,1600,1550.5
21,22,44,56,55,100,"FranziskaAssion","1DEM",17,1601,1700,1650.5
14,16,30,70,68,100,"FranziskaAssion","1DEM",18,1701,1800,1750.5
18,24,41,59,53,100,"FranziskaAssion","1DEM",19,1801,1900,1850.5
23,23,46,54,54,100,"FranziskaAssion","0.20EUR",20,1901,2000,1950.5
28,23,50,50,55,100,"FranziskaAssion","0.20EUR",21,2001,2100,2050.5
28,25,53,47,50,100,"FranziskaAssion","0.20EUR",22,2101,2200,2150.5
19,23,41,59,55,100,"FranziskaAssion","0.20EUR",23,2201,2300,2250.5
20,25,46,54,49,100,"FranziskaAssion","0.20EUR",24,2301,2400,2350.5
31,23,53,47,55,100,"FranziskaAssion","0.20EUR",25,2401,2500,2450.5
29,24,53,47,52,100,"FranziskaAssion","0.20EUR",26,2501,2600,2550.5
28,23,51,49,54,100,"FranziskaAssion","0.20EUR",27,2601,2700,2650.5
25,24,49,51,52,100,"FranziskaAssion","0.20EUR",28,2701,2800,2750.5
30,19,50,50,61,100,"FranziskaAssion","0.20EUR",29,2801,2900,2850.5
22,27,49,51,46,100,"FranziskaAssion","2EUR",30,2901,3000,2950.5
32,22,53,47,57,100,"FranziskaAssion","2EUR",31,3001,3100,3050.5
21,25,46,54,50,100,"FranziskaAssion","2EUR",32,3101,3200,3150.5
37,21,58,42,58,100,"FranziskaAssion","2EUR",33,3201,3300,3250.5
29,26,55,45,48,100,"FranziskaAssion","2EUR",34,3301,3400,3350.5
24,22,46,54,56,100,"FranziskaAssion","2EUR",35,3401,3500,3450.5
28,26,53,47,49,100,"FranziskaAssion","2EUR",36,3501,3600,3550.5
23,24,46,54,53,100,"FranziskaAssion","2EUR",37,3601,3700,3650.5
32,24,56,44,52,100,"FranziskaAssion","2EUR",38,3701,3800,3750.5
27,23,50,50,54,100,"HannahArmstrong","2CAD",1,1,100,50.5
27,25,52,48,50,100,"HannahArmstrong","2CAD",2,101,200,150.5
22,27,49,51,46,100,"HannahArmstrong","2CAD",3,201,300,250.5
21,22,42,58,57,100,"HannahArmstrong","2CAD",4,301,400,350.5
24,24,48,52,52,100,"HannahArmstrong","2CAD",5,401,500,450.5
18,20,38,62,60,100,"HannahArmstrong","2CAD",6,501,600,550.5
23,28,50,50,45,100,"HannahArmstrong","2CAD",7,601,700,650.5
32,26,59,41,47,100,"HannahArmstrong","2CAD",8,701,800,750.5
21,20,40,60,61,100,"HannahArmstrong","2CAD",9,801,900,850.5
24,25,49,51,50,100,"HannahArmstrong","2EUR",10,901,1000,950.5
22,22,43,57,57,100,"HannahArmstrong","2EUR",11,1001,1100,1050.5
28,26,54,46,48,100,"HannahArmstrong","2EUR",12,1101,1200,1150.5
27,23,49,51,55,100,"HannahArmstrong","2EUR",13,1201,1300,1250.5
16,27,43,57,46,100,"HannahArmstrong","2EUR",14,1301,1400,1350.5
22,22,44,56,56,100,"HannahArmstrong","2EUR",15,1401,1500,1450.5
31,24,55,45,52,100,"HannahArmstrong","2EUR",16,1501,1600,1550.5
25,23,49,51,53,100,"HannahArmstrong","2EUR",17,1601,1700,1650.5
20,27,48,52,45,100,"HannahArmstrong","2EUR",18,1701,1800,1750.5
18,26,44,56,48,100,"HannahArmstrong","2EUR",19,1801,1900,1850.5
26,30,56,44,40,100,"HannahArmstrong","1CAD",20,1901,2000,1950.5
25,22,48,52,55,100,"HannahArmstrong","1CAD",21,2001,2100,2050.5
17,27,45,55,45,100,"HannahArmstrong","1CAD",22,2101,2200,2150.5
23,26,50,50,47,100,"HannahArmstrong","1CAD",23,2201,2300,2250.5
22,25,46,54,51,100,"HannahArmstrong","1CAD",24,2301,2400,2350.5
28,28,55,45,45,100,"HannahArmstrong","1CAD",25,2401,2500,2450.5
21,25,46,54,50,100,"HannahArmstrong","1CAD",26,2501,2600,2550.5
20,29,48,52,43,100,"HannahArmstrong","1CAD",27,2601,2700,2650.5
29,23,51,49,55,100,"HannahArmstrong","1CAD",28,2701,2800,2750.5
22,19,42,58,61,100,"HannahArmstrong","1CAD",29,2801,2900,2850.5
23,25,47,53,51,100,"HannahArmstrong","0.25CAD",30,2901,3000,2950.5
42,22,62,50,70,112,"JanYang","0.50EUR",1,1,112,56.5
38,18,55,56,76,111,"JanYang","0.50EUR",2,113,223,168
19,22,42,69,66,111,"JanYang","0.50EUR",3,224,334,279
41,26,66,46,61,112,"JanYang","0.50EUR",4,335,446,390.5
42,20,63,48,70,111,"JanYang","0.50EUR",5,447,557,502
32,27,58,53,58,111,"JanYang","0.50EUR",6,558,668,613
33,20,53,58,71,111,"JanYang","0.50EUR",7,669,779,724
32,23,55,57,66,112,"JanYang","0.50EUR",8,780,891,835.5
32,24,55,45,53,100,"JanYang","0.20EUR",9,892,991,941.5
25,24,50,50,51,100,"JanYang","0.20EUR",10,992,1091,1041.5
25,24,49,51,52,100,"JanYang","0.20EUR",11,1092,1191,1141.5
37,26,64,36,47,100,"JanYang","0.20EUR",12,1192,1291,1241.5
28,24,52,48,52,100,"JanYang","0.20EUR",13,1292,1391,1341.5
26,25,52,48,49,100,"JanYang","0.20EUR",14,1392,1491,1441.5
32,20,51,49,61,100,"JanYang","0.20EUR",15,1492,1591,1541.5
26,23,50,50,53,100,"JanYang","0.20EUR",16,1592,1691,1641.5
32,18,50,50,64,100,"JoycePang","0.50SGD",1,1,100,50.5
34,20,55,45,59,100,"JoycePang","0.50SGD",2,101,200,150.5
20,30,50,50,40,100,"JoycePang","0.50SGD",3,201,300,250.5
18,25,42,58,51,100,"JoycePang","0.50SGD",4,301,400,350.5
30,28,58,42,44,100,"JoycePang","0.50SGD",5,401,500,450.5
34,21,56,44,57,100,"JoycePang","0.50SGD",6,501,600,550.5
26,29,55,45,42,100,"JoycePang","0.50SGD",7,601,700,650.5
25,25,50,50,50,100,"JoycePang","0.50SGD",8,701,800,750.5
26,26,51,49,49,100,"JoycePang","0.50SGD",9,801,900,850.5
23,24,47,53,52,100,"JoycePang","0.20EUR",10,901,1000,950.5
24,22,46,54,56,100,"JoycePang","0.20EUR",11,1001,1100,1050.5
18,31,50,50,37,100,"JoycePang","0.20EUR",12,1101,1200,1150.5
27,28,55,45,44,100,"JoycePang","0.20EUR",13,1201,1300,1250.5
36,23,59,41,54,100,"JoycePang","0.20EUR",14,1301,1400,1350.5
23,26,50,50,47,100,"JoycePang","0.20EUR",15,1401,1500,1450.5
24,24,48,52,52,100,"JoycePang","0.20EUR",16,1501,1600,1550.5
22,28,51,49,43,100,"JoycePang","0.20EUR",17,1601,1700,1650.5
26,25,51,49,50,100,"JoycePang","0.20EUR",18,1701,1800,1750.5
27,26,53,47,48,100,"JoycePang","0.20EUR",19,1801,1900,1850.5
17,28,45,55,44,100,"JoycePang","1SGD",20,1901,2000,1950.5
35,22,57,43,56,100,"JoycePang","1SGD",21,2001,2100,2050.5
20,29,48,52,43,100,"JoycePang","1SGD",22,2101,2200,2150.5
21,28,49,51,44,100,"JoycePang","1SGD",23,2201,2300,2250.5
29,26,54,52,55,106,"MagdaMatetovici","0.50RON",1,1,106,53.5
15,30,46,59,44,105,"MagdaMatetovici","0.50RON",2,107,211,159
32,27,60,46,51,106,"MagdaMatetovici","0.50RON",3,212,317,264.5
24,28,50,55,51,105,"MagdaMatetovici","0.50RON",4,318,422,370
43,26,68,37,54,105,"MagdaMatetovici","0.50RON",5,423,527,475
28,27,55,51,52,106,"MagdaMatetovici","0.50RON",6,528,633,580.5
28,23,50,55,60,105,"MagdaMatetovici","0.50RON",7,634,738,686
24,26,50,56,54,106,"MagdaMatetovici","0.50RON",8,739,844,791.5
24,27,51,49,46,100,"MagdaMatetovici","0.50EUR",9,845,944,894.5
28,24,51,49,53,100,"MagdaMatetovici","0.50EUR",10,945,1044,994.5
33,26,59,41,48,100,"MagdaMatetovici","0.50EUR",11,1045,1144,1094.5
21,30,50,50,41,100,"MagdaMatetovici","0.50EUR",12,1145,1244,1194.5
25,21,46,54,58,100,"MagdaMatetovici","0.50EUR",13,1245,1344,1294.5
28,23,51,49,54,100,"MagdaMatetovici","0.50EUR",14,1345,1444,1394.5
28,25,53,47,50,100,"MagdaMatetovici","0.50EUR",15,1445,1544,1494.5
28,24,52,48,52,100,"MagdaMatetovici","0.50EUR",16,1545,1644,1594.5
20,27,48,52,45,100,"MagdaMatetovici","0.50EUR",17,1645,1744,1694.5
21,26,47,53,48,100,"MagdaMatetovici","0.50EUR",18,1745,1844,1794.5
35,21,56,44,58,100,"MagdaMatetovici","5SEK",19,1845,1944,1894.5
15,24,39,61,52,100,"MagdaMatetovici","5SEK",20,1945,2044,1994.5
26,26,52,48,48,100,"MagdaMatetovici","5SEK",21,2045,2144,2094.5
16,27,44,56,45,100,"MagdaMatetovici","5SEK",22,2145,2244,2194.5
35,25,59,41,51,100,"MagdaMatetovici","5SEK",23,2245,2344,2294.5
14,28,42,58,44,100,"MagdaMatetovici","5SEK",24,2345,2444,2394.5
21,26,46,54,49,100,"MagdaMatetovici","5SEK",25,2445,2544,2494.5
19,25,45,55,49,100,"MagdaMatetovici","5SEK",26,2545,2644,2594.5
22,24,47,53,51,100,"MagdaMatetovici","5SEK",27,2645,2744,2694.5
38,21,58,42,59,100,"MagdaMatetovici","5SEK",28,2745,2844,2794.5
29,23,52,48,54,100,"MagdaMatetovici","2CAD",29,2845,2944,2894.5
29,25,54,46,50,100,"MagdaMatetovici","2CAD",30,2945,3044,2994.5
25,24,49,51,52,100,"MagdaMatetovici","2CAD",31,3045,3144,3094.5
21,26,48,52,47,100,"MagdaMatetovici","2CAD",32,3145,3244,3194.5
